atomic_number,ion_number,level_number_lower,level_number_upper,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1,0,3.0,10.0,9.611967694480813e-09,9.612057766121672e-09,9.609562649641462e-09,9.608651030466369e-09,9.60843600392876e-09,9.605035833697969e-09,9.602060766998493e-09,9.599535906584377e-09,9.598793375943676e-09,9.596041038310114e-09,9.595175836856656e-09,9.593161012477957e-09,9.592599882407088e-09,9.589680760866712e-09,9.588217093584919e-09,9.587851999513057e-09,9.58760509758246e-09,9.584926193492238e-09,9.583095004711453e-09,9.58170800502238e-09,9.580145604673985e-09,9.57828568407871e-09,9.576690483430462e-09,9.575580385385233e-09
1,0,3.0,9.0,1.6829978634659925e-08,1.6830137574402956e-08,1.6825734856868296e-08,1.682412634838075e-08,1.6823746950023317e-08,1.6817747884607386e-08,1.681249926917042e-08,1.6808045203585506e-08,1.680673536734154e-08,1.6801880391636412e-08,1.6800354284327095e-08,1.6796800496995027e-08,1.6795810791893137e-08,1.679066231629524e-08,1.6788080951441676e-08,1.678743707303963e-08,1.6787001640455578e-08,1.6782277300182848e-08,1.677904807496281e-08,1.6776602232397714e-08,1.677384716196899e-08,1.6770567558009516e-08,1.676775482133468e-08,1.676579748744887e-08
1,0,3.0,8.0,3.203851172721075e-08,3.203881784571269e-08,3.203033861400741e-08,3.202724098607415e-08,3.202651036587511e-08,3.20149585698427e-08,3.200485304360985e-08,3.1996278163456984e-08,3.199375663532421e-08,3.198441101235213e-08,3.1981473496110356e-08,3.19746333328007e-08,3.197272847271416e-08,3.196281986785755e-08,3.1957852179126835e-08,3.195661310570889e-08,3.1955775170974774e-08,3.194668416413392e-08,3.194047059317182e-08,3.19357645922615e-08,3.193046382470879e-08,3.192415414094771e-08,3.191874291574065e-08,3.191497747055409e-08
1,0,2.0,3.0,5.324726184005401e-07,5.324826191070329e-07,5.322062612804518e-07,5.32105634860506e-07,5.320819261223419e-07,5.317083308092508e-07,5.313833941241372e-07,5.311089959160768e-07,5.310285305367776e-07,5.307311630359649e-07,5.306379700480844e-07,5.30421463224859e-07,5.303612922092585e-07,5.300491357676269e-07,5.298931538206447e-07,5.298543006069086e-07,5.298280376155046e-07,5.295437087102427e-07,5.293500002962728e-07,5.292036208159327e-07,5.290390757099541e-07,5.288436653272541e-07,5.286764648907139e-07,5.28560323042999e-07
1,0,3.0,7.0,6.861556019434729e-08,6.861622869827889e-08,6.859771317815436e-08,6.859094985768531e-08,6.858935468912327e-08,6.856413644508375e-08,6.854207979071086e-08,6.852336698765315e-08,6.851786481408677e-08,6.84974738954951e-08,6.849106524980911e-08,6.847614351098431e-08,6.847198835856247e-08,6.845037620572648e-08,6.843954211138006e-08,6.843683992097644e-08,6.843501256697547e-08,6.841518843196182e-08,6.840164034949151e-08,6.839138012757985e-08,6.83798239314711e-08,6.836606922970537e-08,6.835427398460316e-08,6.834606663550567e-08
1,0,3.0,6.0,1.75956658440837e-07,1.7595843539157826e-07,1.759092262559988e-07,1.7589125477023791e-07,1.7588701636241353e-07,1.7582002425767545e-07,1.757614510246708e-07,1.7571177177052803e-07,1.7569716684472532e-07,1.7564305057622675e-07,1.7562604535872003e-07,1.7558645612907176e-07,1.7557543329669247e-07,1.755181092933074e-07,1.754893785047655e-07,1.7548221316619757e-07,1.7547736773842894e-07,1.75424808357661e-07,1.7538889524602284e-07,1.753617010839449e-07,1.753310755804955e-07,1.7529462856981517e-07,1.752633778023483e-07,1.7524163513793114e-07
1,0,4.0,29.0,7.83188972049341e-11,7.831904901428635e-11,7.831485826747922e-11,7.831333454641079e-11,7.831297570848777e-11,7.830732955730685e-11,7.830243114967217e-11,7.829830324180973e-11,7.829709422246116e-11,7.829263178615014e-11,7.829123507414822e-11,7.828799343575981e-11,7.828709331559849e-11,7.828242903332768e-11,7.828010164540435e-11,7.827952225850673e-11,7.8279130695093e-11,7.827489539632466e-11,7.82720139256233e-11,7.826983857076392e-11,7.8267395357741e-11,7.826449668578902e-11,7.826201887291562e-11,7.826029899832975e-11
1,0,4.0,28.0,9.362182810830966e-11,9.362200901962854e-11,9.361701486305262e-11,9.361519900810887e-11,9.361477137075461e-11,9.360804261249338e-11,9.360220485246675e-11,9.359728526368424e-11,9.359584435505997e-11,9.35905259693709e-11,9.358886133296123e-11,9.358499783402283e-11,9.35839250309468e-11,9.357836587667524e-11,9.357559192981295e-11,9.357490137161844e-11,9.357443467519867e-11,9.356938666795273e-11,9.356595223097288e-11,9.35633593936143e-11,9.356044726896423e-11,9.355699224018518e-11,9.355403882110619e-11,9.355198880898803e-11
1,0,4.0,27.0,1.1269457053016607e-10,1.1269478759320047e-10,1.126887954447167e-10,1.1268661672197225e-10,1.1268610362839079e-10,1.1267803023147205e-10,1.1267102587268488e-10,1.1266512316037023e-10,1.126633943010489e-10,1.1265701308461803e-10,1.1265501578378328e-10,1.1265038019130156e-10,1.1264909299499547e-10,1.1264242287053436e-10,1.1263909455952031e-10,1.1263826599510103e-10,1.1263770603053843e-10,1.1263164918615342e-10,1.126275283763117e-10,1.1262441735697176e-10,1.1262092323729695e-10,1.1261677770859351e-10,1.1261323403443668e-10,1.1261077431549544e-10
1,0,4.0,26.0,1.366786936448784e-10,1.3667895597289335e-10,1.366717142135802e-10,1.3666908111383898e-10,1.366684610117747e-10,1.3665870377454145e-10,1.3665023840673193e-10,1.3664310437757682e-10,1.3664101485858378e-10,1.3663330238433893e-10,1.3663088838351225e-10,1.3662528562287655e-10,1.366237298572595e-10,1.3661566796961533e-10,1.3661164514618468e-10,1.366106436827212e-10,1.3660996686774498e-10,1.3660264606653467e-10,1.365976652674578e-10,1.3659390497040026e-10,1.3658968159255727e-10,1.3658467081399753e-10,1.3658038747757e-10,1.3657741433104694e-10
1,0,4.0,25.0,1.671344965537077e-10,1.6713481605698893e-10,1.6712599585478975e-10,1.6712278879455474e-10,1.6712203352020532e-10,1.6711014921036326e-10,1.6709983816833267e-10,1.6709114856969907e-10,1.6708860340490914e-10,1.6707920902100952e-10,1.6707626854857204e-10,1.6706944381370103e-10,1.670675487166657e-10,1.670577283257724e-10,1.6705282795515547e-10,1.6705160802347531e-10,1.6705078356046897e-10,1.6704186563814093e-10,1.6703579813535432e-10,1.6703121737824606e-10,1.670260724560996e-10,1.6701996826109275e-10,1.6701475019362976e-10,1.6701112820434308e-10
1,0,4.0,24.0,2.0621673899630343e-10,2.0621713135568205e-10,2.0620629979267102e-10,2.0620236134431122e-10,2.062014338215884e-10,2.0618683897829874e-10,2.061741759424543e-10,2.0616350400501281e-10,2.0616037818258269e-10,2.0614884041468933e-10,2.0614522901266252e-10,2.0613684699419755e-10,2.061345194500548e-10,2.0612245798382044e-10,2.061164392336872e-10,2.0611494087635806e-10,2.0611392824378527e-10,2.061029748587894e-10,2.0609552238115023e-10,2.0608989596036034e-10,2.0608357653475983e-10,2.060760787732373e-10,2.0606966937382662e-10,2.0606522041651367e-10
1,0,4.0,23.0,2.5695570278880964e-10,2.569561891062094e-10,2.569427635872526e-10,2.5693788188833625e-10,2.5693673222066454e-10,2.569186416071072e-10,2.569029451263781e-10,2.5688971644168156e-10,2.5688584169842633e-10,2.5687153939673444e-10,2.568670626180266e-10,2.568566719650734e-10,2.568537866310716e-10,2.5683883448525325e-10,2.568313731546774e-10,2.568295156579035e-10,2.5682826030605867e-10,2.568146813558737e-10,2.5680544235417114e-10,2.5679846708180073e-10,2.567906325917035e-10,2.5678133716044797e-10,2.567733909503494e-10,2.56767875199248e-10
1,0,4.0,22.0,3.2367884634025855e-10,3.236794554011185e-10,3.2366264111872633e-10,3.2365652709379573e-10,3.2365508719666473e-10,3.2363242918891856e-10,3.2361276903943906e-10,3.235961993351943e-10,3.235913459031028e-10,3.2357343075893493e-10,3.2356782301003814e-10,3.235548071616035e-10,3.235511927992037e-10,3.2353246239888314e-10,3.2352311545347376e-10,3.2352078851140054e-10,3.235192158894717e-10,3.2350220482480694e-10,3.234906303797936e-10,3.234818917524642e-10,3.234720765546529e-10,3.234604308689415e-10,3.2345047537624305e-10,3.2344356482086487e-10
1,0,4.0,21.0,4.1267582329844174e-10,4.126765941886752e-10,4.1265531201642226e-10,4.1264757322873553e-10,4.1264575067706983e-10,4.1261707071915816e-10,4.125921845409623e-10,4.125712097100771e-10,4.125650658703107e-10,4.1254238713551536e-10,4.1253528817332037e-10,4.1251881091687156e-10,4.125142353011436e-10,4.124905230850939e-10,4.1247868984125377e-10,4.124757439045944e-10,4.1247375294062535e-10,4.12452216374834e-10,4.124375624446021e-10,4.1242649866556443e-10,4.124140717005671e-10,4.1239932694145265e-10,4.1238672196702596e-10,4.123779721841098e-10
1,0,4.0,20.0,5.332718550930122e-10,5.332728435323421e-10,5.332455550068373e-10,5.332356319291802e-10,5.332332949418124e-10,5.331965189235759e-10,5.331646063954273e-10,5.331377086643866e-10,5.331298297686439e-10,5.331007458430873e-10,5.33091641722122e-10,5.330705099906952e-10,5.330646417764078e-10,5.330342303441528e-10,5.330190535897287e-10,5.330152752346039e-10,5.330127216856137e-10,5.329850991209944e-10,5.329663037034789e-10,5.329521128467823e-10,5.329361732701256e-10,5.329172604211551e-10,5.329010919558045e-10,5.328898684128645e-10
1,0,4.0,19.0,7.00255508286011e-10,7.002567938565726e-10,7.002213016127864e-10,7.00208395058703e-10,7.002053554076665e-10,7.001575207155772e-10,7.001160101698741e-10,7.000810213842547e-10,7.000707722321999e-10,7.000329379534451e-10,7.000210944398495e-10,6.999936037550359e-10,6.999859695558621e-10,6.99946405228792e-10,6.999266602112821e-10,6.999217445016261e-10,6.999184222750151e-10,6.998824840446354e-10,6.998580296833221e-10,6.998395658796401e-10,6.998188264508284e-10,6.997942179294248e-10,6.997731798583753e-10,6.997585757945041e-10
1,0,4.0,18.0,9.347116609516179e-10,9.347133577807963e-10,9.346665103040673e-10,9.346494739020266e-10,9.346454615765489e-10,9.34582317768883e-10,9.345275187374746e-10,9.344813268426293e-10,9.344677955904154e-10,9.344178439976639e-10,9.344022068107705e-10,9.343659094751625e-10,9.343558294282698e-10,9.343035878843038e-10,9.342775151762757e-10,9.342710240268336e-10,9.342666370343576e-10,9.342191795180157e-10,9.341868855843274e-10,9.341625020149055e-10,9.341351125650306e-10,9.341026125177233e-10,9.340748271382217e-10,9.340555388627364e-10
1,0,4.0,17.0,1.2722698208706808e-09,1.2722720996024564e-09,1.272209184872223e-09,1.272186304685865e-09,1.2721809159993395e-09,1.2720961086213187e-09,1.2720225042320313e-09,1.2719604573175341e-09,1.2719422809875284e-09,1.2718751795117537e-09,1.2718541728881624e-09,1.271805410601779e-09,1.2717918686193794e-09,1.271721682776237e-09,1.2716866530376131e-09,1.2716779317727169e-09,1.2716720375420384e-09,1.271608273406243e-09,1.2715648814154673e-09,1.2715321173345922e-09,1.2714953133385208e-09,1.2714516408193268e-09,1.2714143026381391e-09,1.2713883823407765e-09
1,0,4.0,16.0,1.7715271420238118e-09,1.7715302634477059e-09,1.7714440795004123e-09,1.7714127355312564e-09,1.7714053533614907e-09,1.77128916680892e-09,1.771188319897075e-09,1.771103302073493e-09,1.77107839549501e-09,1.7709864439641441e-09,1.7709576565502008e-09,1.7708908305048211e-09,1.7708722713783311e-09,1.7707760785040098e-09,1.7707280661684943e-09,1.7707161124033144e-09,1.7707080334430918e-09,1.7706206318172988e-09,1.7705611512584758e-09,1.770516237515538e-09,1.770465784101679e-09,1.7704059125833267e-09,1.7703547229975281e-09,1.7703191859636203e-09
1,0,4.0,15.0,2.5340902815846033e-09,2.5340946569061385e-09,2.5339738471905647e-09,2.5339299076872394e-09,2.533919558801732e-09,2.533756669708338e-09,2.5336152711818872e-09,2.533496056114313e-09,2.5334611293798477e-09,2.5333321777594723e-09,2.533291804386855e-09,2.5331980789692366e-09,2.533172048245585e-09,2.5330371226430747e-09,2.5329697734095514e-09,2.532953004831085e-09,2.532941671674405e-09,2.532819059553422e-09,2.5327356113229155e-09,2.532672596721345e-09,2.5326018069509276e-09,2.53251779890428e-09,2.53244596939904e-09,2.5323961018015932e-09
1,0,4.0,14.0,8.074402408197612e-09,8.074478308806296e-09,8.072375517170379e-09,8.07160711947291e-09,8.071425865937899e-09,8.068559289200659e-09,8.06605042799102e-09,8.063920749140651e-09,8.06329435597205e-09,8.060972193883115e-09,8.060242119440444e-09,8.058541790280018e-09,8.058068203247492e-09,8.055604196793556e-09,8.054368539847248e-09,8.054060301057123e-09,8.053851844316792e-09,8.05158985352164e-09,8.050043422196938e-09,8.048871986639366e-09,8.047552289056199e-09,8.045981122833434e-09,8.04463343824457e-09,8.043695511131948e-09
1,0,4.0,13.0,1.1963925457524926e-08,1.1964038421474356e-08,1.1960908865472334e-08,1.1959765299465412e-08,1.1959495551610218e-08,1.1955229524716498e-08,1.1951496017084079e-08,1.1948326899597602e-08,1.1947394800886345e-08,1.1943939405648833e-08,1.1942853073797343e-08,1.1940323072498179e-08,1.1939618410536394e-08,1.1935952228577032e-08,1.1934113747412076e-08,1.1933655136794526e-08,1.1933344987156801e-08,1.1929979567690995e-08,1.1927678822710343e-08,1.1925936017210062e-08,1.1923972664352924e-08,1.1921635234520927e-08,1.1919630313350531e-08,1.191823499780291e-08
1,0,3.0,5.0,2.61026481771261e-06,2.6102351713623004e-06,2.611051543878369e-06,2.611347336030258e-06,2.611416915779012e-06,2.6125077633605094e-06,2.6134481977652033e-06,2.6142364932646262e-06,2.6144666562026127e-06,2.6153133862434367e-06,2.6155775122554145e-06,2.6161888984765367e-06,2.6163582644502436e-06,2.617233134901804e-06,2.61766796602913e-06,2.6177760385524953e-06,2.6178490370359007e-06,2.6186365934417496e-06,2.6191703065755355e-06,2.619572118052441e-06,2.6200222740442304e-06,2.6205548078479583e-06,2.6210087105873284e-06,2.621323063689077e-06
1,0,4.0,12.0,1.8416262032626414e-08,1.8416436900012993e-08,1.841159248199908e-08,1.8409822348151066e-08,1.8409404807924294e-08,1.840280168082328e-08,1.8397023131848007e-08,1.839211834625924e-08,1.839067579242392e-08,1.8385328230395944e-08,1.8383647072821137e-08,1.837973184358344e-08,1.8378641385559736e-08,1.837296814547104e-08,1.8370123272965418e-08,1.8369413626242447e-08,1.8368933707686875e-08,1.8363726237099372e-08,1.8360166294020346e-08,1.8357469707204034e-08,1.835443193167043e-08,1.8350815447112804e-08,1.8347713487461973e-08,1.8345554728215948e-08
1,0,4.0,11.0,2.9749245553992588e-08,2.9749530279018675e-08,2.9741642691475533e-08,2.973876072537183e-08,2.973808093555695e-08,2.9727331000908845e-08,2.9717924229944975e-08,2.970994036090013e-08,2.9707592301699196e-08,2.9698888362859413e-08,2.9696152141891057e-08,2.9689779983617796e-08,2.9688005277179246e-08,2.9678772482080762e-08,2.9674142858332883e-08,2.967298803043624e-08,2.9672207050257604e-08,2.966373307752596e-08,2.965794032721972e-08,2.9653552562861958e-08,2.9648609763203262e-08,2.964272551764401e-08,2.963767858740096e-08,2.9634166337888006e-08
1,0,4.0,10.0,5.104570986692536e-08,5.104620375802375e-08,5.103252235743904e-08,5.102752375586566e-08,5.1026344723742425e-08,5.100770113009048e-08,5.0991388724768414e-08,5.097754501282741e-08,5.097347377828003e-08,5.09583830580462e-08,5.095363930544275e-08,5.0942592432363737e-08,5.0939515886202814e-08,5.0923511126886164e-08,5.0915486297307895e-08,5.091348460725518e-08,5.0912130927060496e-08,5.089744346967346e-08,5.0887403799906936e-08,5.087979947695066e-08,5.087123354414953e-08,5.086103649084915e-08,5.085229080977105e-08,5.0846204722335916e-08
1,0,4.0,9.0,9.503461600254695e-08,9.503555003936329e-08,9.500967764948037e-08,9.50002257914692e-08,9.499799642125978e-08,9.496274730721052e-08,9.493191033167077e-08,9.490574339937497e-08,9.489804863141401e-08,9.486952877767266e-08,9.486056426230375e-08,9.483968962683399e-08,9.483387635359971e-08,9.480363667776925e-08,9.47884756838928e-08,9.478469409844818e-08,9.478213675967302e-08,9.475439105774282e-08,9.473542689679787e-08,9.472106372140222e-08,9.47048850542217e-08,9.468562675538406e-08,9.466911047365517e-08,9.4657617354023e-08
1,0,4.0,8.0,1.9871125152186144e-07,1.9871325588138396e-07,1.9865774165883736e-07,1.9863746372244006e-07,1.9863268106898174e-07,1.9855707221041965e-07,1.9849094350735374e-07,1.9843484087119882e-07,1.9841834499565324e-07,1.9835721216582542e-07,1.9833799892557707e-07,1.9829326353322308e-07,1.982808064438499e-07,1.9821601392925192e-07,1.981835339280691e-07,1.9817543293942803e-07,1.9816995465820622e-07,1.9811052354893424e-07,1.9806990780473816e-07,1.9803914886809453e-07,1.980045048940164e-07,1.9796327027022327e-07,1.9792790996794127e-07,1.979033056958569e-07
1,0,5.0,29.0,2.552025969951439e-10,2.5520279955929463e-10,2.5519719326139583e-10,2.5519514746758254e-10,2.5519466511121363e-10,2.5518704707611285e-10,2.5518039517373987e-10,2.5517475919805617e-10,2.5517310327257167e-10,2.551669710894004e-10,2.551650452598579e-10,2.5516056375519824e-10,2.551593164374374e-10,2.5515283288589366e-10,2.551495851818394e-10,2.551487754006526e-10,2.551482278414508e-10,2.551422903659014e-10,2.5513823537682027e-10,2.5513516586382604e-10,2.551317100238141e-10,2.551275985492058e-10,2.55124074280028e-10,2.5512162280507365e-10
1,0,5.0,28.0,3.063032020985945e-10,3.06303442309314e-10,3.0629679376264566e-10,3.0629436747979286e-10,3.062937953994306e-10,3.062847597000014e-10,3.062768689937234e-10,3.0627018275608623e-10,3.0626821813745194e-10,3.06260942375292e-10,3.0625865726260346e-10,3.0625333943537105e-10,3.0625185928554603e-10,3.062441650468442e-10,3.062403106271544e-10,3.0623934954060805e-10,3.0623869966539833e-10,3.06231652410409e-10,3.0622683917528953e-10,3.0622319551964207e-10,3.062190931013064e-10,3.0621421214376425e-10,3.062100280880378e-10,3.0620711755832223e-10
1,0,5.0,27.0,3.7037422119267224e-10,3.703745078156013e-10,3.7036657422047086e-10,3.703636787485502e-10,3.7036299602285986e-10,3.7035221185857143e-10,3.7034279292728264e-10,3.703348108043721e-10,3.703324652561748e-10,3.703237781438608e-10,3.7032104956828414e-10,3.7031469937284183e-10,3.703129317882919e-10,3.703037427755668e-10,3.7029913917425165e-10,3.7029799124327536e-10,3.702972150174455e-10,3.7028879717111194e-10,3.7028304737010107e-10,3.7027869448339005e-10,3.7027379328924114e-10,3.702679616313534e-10,3.702629623295704e-10,3.702594845413128e-10
1,0,5.0,26.0,4.5147544473492393e-10,4.514757888931381e-10,4.514662620797332e-10,4.514627848011327e-10,4.5146196486463425e-10,4.5144901205279103e-10,4.514376970656424e-10,4.514281067433742e-10,4.514252883908733e-10,4.514148492639892e-10,4.514115700993536e-10,4.514039379943956e-10,4.514018134591094e-10,4.513907678998266e-10,4.513852336340069e-10,4.513838535805337e-10,4.5138292038177387e-10,4.5137279957689797e-10,4.513658858958201e-10,4.513606515357175e-10,4.513547574705459e-10,4.5134774395653113e-10,4.513417310648085e-10,4.513375479419321e-10
1,0,5.0,25.0,5.552201997718122e-10,5.552206155197218e-10,5.552091060953938e-10,5.552049047058442e-10,5.552039139898854e-10,5.551882615615172e-10,5.551745856768363e-10,5.551629924519261e-10,5.551595851800841e-10,5.551469634791346e-10,5.551429983261188e-10,5.551337689020753e-10,5.551311995486994e-10,5.551178401524048e-10,5.551111458135363e-10,5.551094764015963e-10,5.551083475200525e-10,5.550961035980221e-10,5.550877386682368e-10,5.550814050811356e-10,5.550742727577972e-10,5.550657851372703e-10,5.550585078815731e-10,5.55053444844805e-10
1,0,5.0,24.0,6.89465643693502e-10,6.894661496840286e-10,6.894521406802259e-10,6.894470261664852e-10,6.894458200774748e-10,6.894267623499951e-10,6.894101072813446e-10,6.893959858141988e-10,6.893918350185193e-10,6.893764572377682e-10,6.893716256722779e-10,6.893603785050632e-10,6.893572471791174e-10,6.893409640157899e-10,6.893328034847946e-10,6.893307683257543e-10,6.893293920951218e-10,6.893144641079479e-10,6.893042641026918e-10,6.892965403567984e-10,6.892878418352371e-10,6.892774894195924e-10,6.892686124564453e-10,6.892624359980747e-10
1,0,5.0,23.0,8.653943854768909e-10,8.6539500589347e-10,8.653778270263605e-10,8.653715543016719e-10,8.653700750152445e-10,8.653466968603599e-10,8.653262607056236e-10,8.653089295659742e-10,8.653038346919684e-10,8.65284956821849e-10,8.652790247627181e-10,8.652652143658509e-10,8.652613690556462e-10,8.652413706688978e-10,8.65231346687178e-10,8.652288466461615e-10,8.652271560146966e-10,8.65208815933417e-10,8.651962826604222e-10,8.651867911157145e-10,8.651761006955348e-10,8.651633762997165e-10,8.651524642659954e-10,8.651448712181194e-10
1,0,5.0,22.0,1.0992492832554425e-09,1.0992500502664513e-09,1.0992288094715687e-09,1.0992210521193703e-09,1.0992192226045544e-09,1.0991903040302435e-09,1.0991650163971846e-09,1.0991435650549825e-09,1.0991372579603498e-09,1.0991138846367639e-09,1.099106538723541e-09,1.099089434505643e-09,1.0990846715281215e-09,1.099059896828434e-09,1.099047476426055e-09,1.0990443784636611e-09,1.0990422834391088e-09,1.0990195537152508e-09,1.099004017782558e-09,1.098992250787025e-09,1.09897899596756e-09,1.098963217178089e-09,1.0989496840169173e-09,1.0989402661255029e-09
1,0,5.0,21.0,1.415017138115131e-09,1.4150180940656129e-09,1.4149916167758318e-09,1.4149819448595039e-09,1.4149796636442113e-09,1.4149435969985125e-09,1.4149120465171474e-09,1.4148852737873005e-09,1.4148774006321908e-09,1.4148482179788233e-09,1.4148390444502626e-09,1.4148176815082268e-09,1.4148117317995575e-09,1.4147807787061e-09,1.414765257396736e-09,1.4147613856351517e-09,1.4147587672423902e-09,1.4147303552143543e-09,1.4147109311566423e-09,1.4146962170370796e-09,1.4146796401856197e-09,1.4146599036986963e-09,1.414642973469192e-09,1.4146311901063976e-09
1,0,5.0,20.0,1.849032760991906e-09,1.8490339629376327e-09,1.8490006657050928e-09,1.8489884991972952e-09,1.8489856293530565e-09,1.8489402436227623e-09,1.8489005219279704e-09,1.8488668019481208e-09,1.8488568835054054e-09,1.848820110947759e-09,1.8488085487172572e-09,1.8487816179397889e-09,1.8487741162961327e-09,1.8487350806652166e-09,1.8487155010284907e-09,1.8487106163756906e-09,1.8487073128621185e-09,1.8486714603080976e-09,1.848646942943393e-09,1.8486283670762443e-09,1.8486074360836218e-09,1.848582510756648e-09,1.8485611254034354e-09,1.8485462391136545e-09
1,0,5.0,19.0,2.4597029511557903e-09,2.459704476339375e-09,2.4596622139719388e-09,2.45964676630837e-09,2.459643122090382e-09,2.459585469361048e-09,2.4595349808185113e-09,2.459492099139514e-09,2.4594794821762882e-09,2.4594326906185932e-09,2.459417973602251e-09,2.459383686429774e-09,2.459374133612009e-09,2.4593244105048094e-09,2.4592994615509186e-09,2.4592932364969596e-09,2.459289026265194e-09,2.459243323050811e-09,2.459212058881908e-09,2.459188365643297e-09,2.4591616628175806e-09,2.459129856510793e-09,2.4591025608942986e-09,2.459083556976202e-09
1,0,5.0,18.0,3.334033822033045e-09,3.3340357724516738e-09,3.333981709242079e-09,3.3339619391325265e-09,3.333957274525571e-09,3.3338834445023003e-09,3.3338187373788443e-09,3.333763743068414e-09,3.3337475560652063e-09,3.3336875007101634e-09,3.3336686042992027e-09,3.3336245663042863e-09,3.3336122933952423e-09,3.3335483886609745e-09,3.3335163094991167e-09,3.333508303897239e-09,3.3335028890838937e-09,3.333444092799525e-09,3.3334038544537886e-09,3.333373350912609e-09,3.333338963269998e-09,3.3332979905824857e-09,3.3332628176224735e-09,3.333238323439179e-09
1,0,5.0,17.0,4.6212219763035e-09,4.621224486971974e-09,4.621154863367736e-09,4.621129387285602e-09,4.62112337518914e-09,4.621028157416336e-09,4.620944615364126e-09,4.620873550023318e-09,4.620852621921042e-09,4.620774935045992e-09,4.620750477596424e-09,4.6206934555682775e-09,4.6206775582419816e-09,4.620594740621213e-09,4.620553142329393e-09,4.620542758585613e-09,4.620535734672452e-09,4.620459436555725e-09,4.620407189905665e-09,4.620367567038996e-09,4.620322882476136e-09,4.6202696187936495e-09,4.620223875701194e-09,4.62019201040352e-09
1,0,4.0,7.0,4.965982685140896e-07,4.966035129574748e-07,4.964582838098201e-07,4.964052479200056e-07,4.963927401052748e-07,4.961950523014036e-07,4.96022223022681e-07,4.958756473515243e-07,4.958325581728984e-07,4.956729047961695e-07,4.956227383136313e-07,4.955059514534252e-07,4.954734354341422e-07,4.9530434309662e-07,4.952195980369844e-07,4.951984633809815e-07,4.951841715517693e-07,4.950291497097348e-07,4.949232301765552e-07,4.948430281941905e-07,4.947527089106487e-07,4.946452245287065e-07,4.945530670589907e-07,4.944889502048977e-07
1,0,5.0,16.0,6.5803407881158865e-09,6.580344033700656e-09,6.580253973287662e-09,6.580220990237358e-09,6.580213204358526e-09,6.580089783911928e-09,6.5799813327296085e-09,6.579888962603843e-09,6.579861740781051e-09,6.579760615164284e-09,6.579728754470238e-09,6.5796544280516706e-09,6.579633695614895e-09,6.579525615277836e-09,6.579471281995414e-09,6.579457714671875e-09,6.579448536228532e-09,6.579348780467139e-09,6.5792804150708045e-09,6.57922853864914e-09,6.57917000536332e-09,6.579100193640947e-09,6.579040204620677e-09,6.5789983969723684e-09
1,0,5.0,15.0,9.672284056439342e-09,9.672288237441288e-09,9.672172108775803e-09,9.672129521828701e-09,9.672119464531474e-09,9.671959821729248e-09,9.671819218164447e-09,9.671699236318396e-09,9.671663838744582e-09,9.67153219273333e-09,9.67149066888551e-09,9.671393714007385e-09,9.671366648612783e-09,9.671225409424132e-09,9.671154317428256e-09,9.671136556247315e-09,9.671124538568902e-09,9.670993819876451e-09,9.670904126405311e-09,9.670836008826788e-09,9.670759092350279e-09,9.67066727669676e-09,9.670588312986362e-09,9.670533245703975e-09
1,0,5.0,14.0,3.0302907843722025e-08,3.0303188460319013e-08,3.0295413088105234e-08,3.029257131015586e-08,3.02919009375573e-08,3.028129683577389e-08,3.027201306539815e-08,3.0264130358426214e-08,3.0261811502727685e-08,3.0253213703361765e-08,3.025051017474679e-08,3.0244212932279704e-08,3.024245879164113e-08,3.0233330937504056e-08,3.0228752666668206e-08,3.022761051909898e-08,3.022683808528998e-08,3.021845536022553e-08,3.021272345283594e-08,3.0208380965476566e-08,3.020348835098571e-08,3.0197662739142114e-08,3.019266515667817e-08,3.018918674466462e-08
1,0,5.0,13.0,4.6075801796301525e-08,4.6076231408327227e-08,4.606432797865604e-08,4.605997762911412e-08,4.605895139893414e-08,4.604271890585928e-08,4.6028508501783374e-08,4.6016443337160074e-08,4.601289424177157e-08,4.599973542651446e-08,4.599559785236759e-08,4.598596058598706e-08,4.5983276120353586e-08,4.5969307647119865e-08,4.596230172210449e-08,4.596055397098988e-08,4.595937197380643e-08,4.594654482840052e-08,4.5937774248742314e-08,4.59311298330284e-08,4.592364383960995e-08,4.591473053287019e-08,4.590708432213657e-08,4.590176251843793e-08
1,0,3.0,4.0,1.4011449354747336e-05,1.4011404357266797e-05,1.4012633981940934e-05,1.4013074659769626e-05,1.40131779472665e-05,1.4014778663090142e-05,1.4016130676256331e-05,1.4017244070428098e-05,1.4017565739850993e-05,1.4018735855896631e-05,1.4019096601289668e-05,1.4019923889103216e-05,1.402015115252044e-05,1.4021311918015478e-05,1.402188064707066e-05,1.4022021155398504e-05,1.4022115873147832e-05,1.4023128034216785e-05,1.4023803866627566e-05,1.4024307307660996e-05,1.4024865856509253e-05,1.40255191773774e-05,1.4026069678704026e-05,1.402644751121053e-05
